source,target,edge_type,weight,n_papers
n00301,n00084,INVOLVES_PROCESS,1,1
n00301,n00013,EXHIBITS_MICRO,1,1
n00301,n00015,EXHIBITS_MICRO,1,1
n00301,n00017,EXHIBITS_MICRO,1,1
n00301,n00018,EXHIBITS_MICRO,1,1
n00301,n00045,EXHIBITS_MICRO,1,1
n00301,n00046,MEASURES_PROPERTY,1,1
n00301,n00021,MEASURES_PROPERTY,1,1
n00301,n00022,MEASURES_PROPERTY,1,1
n00301,n00072,MEASURES_PROPERTY,1,1
n00301,n00047,MEASURES_PROPERTY,1,1
n00301,n00066,MEASURES_PROPERTY,1,1
n00301,n00023,MEASURES_PROPERTY,1,1
n00301,n00050,MEASURES_PROPERTY,1,1
n00301,n00024,MEASURES_PROPERTY,1,1
n00301,n00026,STUDIES_ALLOY,1,1
